"課程
Course","資訊
Infoormation","備註
note","通識
GE","選上機率
Probability","重設排序
Reset",系所 Department,課程 Course ID,教室大樓 Building,時間 Time,設課語言 Language,加簽 Extra Enrollment
"LSIP 391100
書報討論
Seminar","<人限 Limit / 新生保留 New Only>
10 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
楊嘉鈴	YANG, JIA-LING
<教室 Room & 時間 Time>
LS II生二206	Wn
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>
限生科院學士班大學部3年級4年級
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
生科院學士班109B必修
",-,-,,LSIP,LSIP 391100,LS II生二,Wn,中文 ZH,O 接受 Allowed
"LSIP 391101
書報討論
Seminar","<人限 Limit / 新生保留 New Only>
10 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
5 / -
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
廖品超	LIAO, PIN-CHAO
<教室 Room & 時間 Time>
LS II生二207	Wn
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>
限生科院學士班大學部3年級4年級
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
生科院學士班109B必修
",-,-,,LSIP,LSIP 391101,LS II生二,Wn,中文 ZH,O 接受 Allowed
"LSIP 391102
書報討論
Seminar","<人限 Limit / 新生保留 New Only>
10 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
6 / -
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
林郁婷	LIN, YU-TING
<教室 Room & 時間 Time>
LS II生二217	Wn
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>
限生科院學士班大學部3年級4年級
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
生科院學士班109B必修
",-,-,,LSIP,LSIP 391102,LS II生二,Wn,中文 ZH,O 接受 Allowed
"LSMC 510700
分子馬達與軸突運輸特論
Special Topics on Molecular Motors and Axonal Transport","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
英文 EN
<教師 Instructor>
王歐力	Wang Ou-Li
<教室 Room & 時間 Time>
LS I生一521A	F7F8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課Requiring application in order to enroll in the course.
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 510700,LS I生一,F7F8,英文 EN,O 接受 Allowed
"LSMC 515200
分子演化特論
Special Topics in Molecular Evolution","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
英文 EN
<教師 Instructor>
黃貞祥	NG, CHEN SIANG
<教室 Room & 時間 Time>
LS II生二 213	RaRb
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課Requiring application in order to enroll in the course.
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 515200,LS II生二 ,RaRb,英文 EN,O 接受 Allowed
"LSMC 516100
蕨類植物生物學特論二
Special Topics on Pteridophyte Biology II","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
英文 EN
<教師 Instructor>
郭立園	KUO, LI-YAUNG
<教室 Room & 時間 Time>
LS I生一323A	WaWb
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課Requiring application in order to enroll in the course.
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 516100,LS I生一,WaWb,英文 EN,O 接受 Allowed
"LSMC 524900
細胞影像特論
Special Topics on Live Cell Imaging","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
英文 EN
<教師 Instructor>
王慧菁	WANG, HUI-CHING
<教室 Room & 時間 Time>
LS I生一405A	MaMb
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課Requiring application in order to enroll in the course.
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 524900,LS I生一,MaMb,英文 EN,O 接受 Allowed
"LSMC 525500
感染與自體免疫疾病特論一
Special Topics in Infectious and Autoimmune Disease I","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
謝琬甄	HSIEH, WAN-CHEN
<教室 Room & 時間 Time>
LS II生二 626	T9Ta
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 525500,LS II生二 ,T9Ta,中文 ZH,O 接受 Allowed
"LSMC 534500
蛋白質化學
Protein Chemistry","<人限 Limit / 新生保留 New Only>
- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
- / -
<學分數 Credit unit>
2
<授課語言 Language>
英文 EN
<教師 Instructor>
傅化文	FU, HUA-WEN
<教室 Room & 時間 Time>
LS II生二 105	M5M6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>
(跨領域)生物產業技術學分學程
<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 534500,LS II生二 ,M5M6,英文 EN,O 接受 Allowed
"LSMC 535300
細菌毒素研究特論
Special Topics in Bacterial Toxins","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
王雯靜	WANG, WEN-CHING
<教室 Room & 時間 Time>
LS II生二 107	M3
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 535300,LS II生二 ,M3,中文 ZH,O 接受 Allowed
"LSMC 546200
染色體同源重組特論二
Special Topics in Homologous Recombination of Chromosomes II","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
李政昇	LEE, CHENG-SHENG
<教室 Room & 時間 Time>
LS I生一421A	M5M6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 546200,LS I生一,M5M6,中文 ZH,O 接受 Allowed
"LSMC 546700
P53調控細胞自噬與細胞移動特論一
Special Topics in p53-regulated Autophagy and Cell Migration I","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
林立元	LIN, LIH-YUAN
<教室 Room & 時間 Time>
LS II生二 626	F7F8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 546700,LS II生二 ,F7F8,中文 ZH,O 接受 Allowed
"LSMC 555100
幹細胞利基特論
Special Topics on Stem Cell Niches","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
李佳霖	LEE, JIA-LIN
<教室 Room & 時間 Time>
LS II生二 109	M3M4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 555100,LS II生二 ,M3M4,中文 ZH,O 接受 Allowed
"LSMC 555300
幹細胞在再生醫學及癌症治療上的運用
Implications of Stem Cell for Regenerative Medicine and Cancer Therapy","<人限 Limit / 新生保留 New Only>
- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
- / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
李佳霖	LEE, JIA-LIN
<教室 Room & 時間 Time>
LS II生二 109	T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>
(跨領域)醫學科技學分學程
<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 555300,LS II生二 ,T3T4,中文 ZH,O 接受 Allowed
"LSMC 574100
免疫學研究方法與疾病動物模式
Research & Animal Models in Immunology","<人限 Limit / 新生保留 New Only>
- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
- / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
徐子勝	HSU, TZU-SHENG
謝琬甄	HSIEH, WAN-CHEN
<教室 Room & 時間 Time>
LS II生二206	W7W8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
建議曾經修過免疫相關課程者為佳
<限制 Limitation>
排除大學部1年級2年級
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 574100,LS II生二,W7W8,中文 ZH,O 接受 Allowed
"LSMC 576300
酵母致病菌特論一
Special Topics in the Yeast Pathogens I","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
英文 EN
<教師 Instructor>
藍忠昱	LAN, CHUNG-YU
<教室 Room & 時間 Time>
LS II生二 107	F7F8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課Requiring application in order to enroll in the course.
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 576300,LS II生二 ,F7F8,英文 EN,O 接受 Allowed
"LSMC 590101
書報討論
Seminar","<人限 Limit / 新生保留 New Only>
13 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
13 / -
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
謝琬甄	HSIEH, WAN-CHEN
<教室 Room & 時間 Time>
LS II生二206	W5
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>
限生科院,碩士班
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111M必修
",-,-,,LSMC,LSMC 590101,LS II生二,W5,中文 ZH,O 接受 Allowed
"LSMC 590102
書報討論
Seminar","<人限 Limit / 新生保留 New Only>
13 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
13 / -
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
徐子勝	HSU, TZU-SHENG
<教室 Room & 時間 Time>
LS II生二218	W5
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>
限生科院,碩士班
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111M必修
",-,-,,LSMC,LSMC 590102,LS II生二,W5,中文 ZH,O 接受 Allowed
"LSMC 590300
專題討論
Colloquium","<人限 Limit / 新生保留 New Only>
40 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
32 / -
<學分數 Credit unit>
1
<授課語言 Language>
英文 EN
<教師 Instructor>
李政昇	LEE, CHENG-SHENG
<教室 Room & 時間 Time>
LS II生二講堂	R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>
限生科院,碩士班
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111M必修
",-,-,,LSMC,LSMC 590300,LS II生二講,R3R4,英文 EN,O 接受 Allowed
"LSMC 600200
論文研究
Thesis","<人限 Limit / 新生保留 New Only>
- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
- / -
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
指導教授	
<教室 Room & 時間 Time>
LS II生二講堂	R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
限分生所碩二以上同學，Selectable after successfully completing first year's coursework
<限制 Limitation>
排除碩士班1年級
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111M必修
",-,-,,LSMC,LSMC 600200,LS II生二講,R3R4,中文 ZH,O 接受 Allowed
"LSMC 634800
酵素結構與催化機制
Enzyme Structures and Mechanisms","<人限 Limit / 新生保留 New Only>
- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
- / -
<學分數 Credit unit>
2
<授課語言 Language>
英文 EN
<教師 Instructor>
王雯靜	WANG, WEN-CHING
<教室 Room & 時間 Time>
LS II生二220	T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
建議須修過生物化學一或生物化學二課程為宜
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 634800,LS II生二,T3T4,英文 EN,O 接受 Allowed
"LSMC 642100
高等分子生物學
Advanced Molecular Biology","<人限 Limit / 新生保留 New Only>
- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
- / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
李佳霖	LEE, JIA-LIN
張壯榮	CHANG, CHUANG-RUNG
王群超	WANG, CHUN-CHAO
<教室 Room & 時間 Time>
LS II生二217	F2F3F4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 642100,LS II生二,F2F3F4,中文 ZH,O 接受 Allowed
"LSMC 644200
親緣演化原理與分析
Principle and Analysis of Phylogenetics","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
郭立園	KUO, LI-YAUNG
<教室 Room & 時間 Time>
LS I生一323A	T7T8T9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課，最好先修過演化生物學
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D選修/分生所111M選修
",-,-,,LSMC,LSMC 644200,LS I生一,T7T8T9,中文 ZH,O 接受 Allowed
"LSMC 700200
論文研究
Thesis","<人限 Limit / 新生保留 New Only>
- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
- / -
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
指導教授	
<教室 Room & 時間 Time>
LS I生一323A	T7T8T9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
限分生所博二以上同學，Selectable after successfully completing first year's coursework
<限制 Limitation>
排除博士班1年級
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D必修
",-,-,,LSMC,LSMC 700200,LS I生一,T7T8T9,中文 ZH,O 接受 Allowed
"LSMC 790101
書報討論
Seminar","<人限 Limit / 新生保留 New Only>
10 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
4 / -
<學分數 Credit unit>
1
<授課語言 Language>
英文 EN
<教師 Instructor>
王慧菁	WANG, HUI-CHING
<教室 Room & 時間 Time>
LS II生二218	F5
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>
限生科院,博士班
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D必修
",-,-,,LSMC,LSMC 790101,LS II生二,F5,英文 EN,O 接受 Allowed
"LSMC 790300
專題討論
Colloquium","<人限 Limit / 新生保留 New Only>
10 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
7 / -
<學分數 Credit unit>
1
<授課語言 Language>
英文 EN
<教師 Instructor>
傅化文	FU, HUA-WEN
<教室 Room & 時間 Time>
LS II生二 626	R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
 
<限制 Limitation>
限生科院,博士班
<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分生所111D必修
",-,-,,LSMC,LSMC 790300,LS II生二 ,R3R4,英文 EN,O 接受 Allowed
"LSMM 514400
粒線體特論一
Special Topics on Mitochondria I","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
高茂傑	KAO, MOU-CHIEH
<教室 Room & 時間 Time>
LS II生二 213	F7F8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分醫所111D選修/分醫所111M選修
",-,-,,LSMM,LSMM 514400,LS II生二 ,F7F8,中文 ZH,O 接受 Allowed
"LSMM 524300
細胞分化與凋亡特論一
Special Topics in Cell Differentiation and Death I","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
陳令儀	CHEN, LINYI
<教室 Room & 時間 Time>
LS II生二 105	F7F8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分醫所111D選修/分醫所111M選修
",-,-,,LSMM,LSMM 524300,LS II生二 ,F7F8,中文 ZH,O 接受 Allowed
"LSMM 525600
初級纖毛特論二
Special Topics on Primary Cilia II","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
林玉俊	LIN, YU-CHUN
<教室 Room & 時間 Time>
LS II生二217	F8F9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分醫所111D選修/分醫所111M選修
",-,-,,LSMM,LSMM 525600,LS II生二,F8F9,中文 ZH,O 接受 Allowed
"LSMM 527900
細胞訊息特論一
Special Topics in Cell Signaling I","<人限 Limit / 新生保留 New Only>
0 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / -
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
王群超	WANG, CHUN-CHAO
<教室 Room & 時間 Time>
LS I生一521A	R8R9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需與授課教師討論後加簽選課
<限制 Limitation>

<擋修 Prerequisite>

<專長 Speciality>

<學程 Program>

<必選修 Required or Elective>
分醫所111D選修/分醫所111M選修
",-,-,,LSMM,LSMM 527900,LS I生一,R8R9,中文 ZH,O 接受 Allowed
